# c_A,c_B,theta,theta_K
7.372259219202475400e+00,4.567962437646686524e+00,1.043059036722247015e+02,1.350559384075561127e+02
7.794058368286887806e+00,5.899658944324164267e-01,1.330380415125930540e+02,1.204411354731563080e+02
7.376208506891504868e+00,6.318599583333772696e-01,1.330986317971566564e+02,1.322595882327624963e+02
6.860240804246352297e+00,6.261829167332328971e+00,1.072767169264796223e+02,1.304211034963622637e+02
6.074655925783360111e+00,2.697933358565891560e+00,1.079850749259368854e+02,9.726683133577708418e+01
1.395865081714813938e+00,7.544823680940276667e+00,1.085594521075324224e+02,1.041936854562427186e+02
2.688769339947520542e+00,8.826996933850656646e+00,1.081401236611080776e+02,1.056188824865463687e+02
2.109460153822519946e+00,9.746165681661699054e+00,1.123327407377789626e+02,1.155705688816206305e+02
2.362957702512800129e+00,6.604197545392585411e+00,1.372645952154084910e+02,1.277570475469658788e+02
6.879588348248254270e+00,3.271215502339638537e+00,1.262321465317388203e+02,1.188823973376682090e+02
7.122558500201639831e+00,5.034541152112974594e+00,1.102554585825802889e+02,9.978077205009741135e+01
4.282405196185536944e-01,1.646267656319821304e+00,1.061197465216829698e+02,1.148685729879496904e+02
3.653299920552619540e+00,8.795267255602000844e+00,1.096329261888116520e+02,1.018588256440314979e+02
6.873963024795504140e+00,9.613046414419635255e+00,1.140584498638818047e+02,1.288285452463758816e+02
4.439311237070890037e+00,3.164364135827199220e+00,1.180896145131910799e+02,1.137042918341173134e+02
7.441686501552018385e+00,5.516844296141189652e+00,1.274112778401723745e+02,1.088428876041417794e+02
5.413826019659002675e-01,4.046515063251041155e+00,1.289917325088695463e+02,1.324888710152318367e+02
6.906718703283891259e+00,7.510547846127789695e-01,1.098753841186032929e+02,1.174888311606007392e+02
9.607207650829723278e+00,2.837702765095241109e+00,1.263625668929157939e+02,9.718565626211736230e+01
8.955334585542013670e+00,6.916136630484411185e+00,1.085328909542130447e+02,1.179942426017885708e+02
7.400311271165259441e+00,9.373167060805247530e+00,1.213169537985170763e+02,1.045344276308652525e+02
5.982283410925335332e+00,4.709508542206160442e+00,1.199273315464996443e+02,9.771789318668344038e+01
3.088282483163690806e+00,5.206309050911871239e+00,1.342223498759911706e+02,1.376398971552729904e+02
6.094649478492832451e+00,2.547454615220365426e+00,1.180737475283866615e+02,9.563399503638551380e+01
1.241154893301379625e+00,4.071555867077545798e+00,1.053506828999441041e+02,1.262644941964703804e+02
9.168272856211485689e+00,9.536117427372570177e+00,1.001155682223049297e+02,1.141114335467026848e+02
7.898447392938537703e+00,8.680574891357329292e+00,1.118163459098611270e+02,1.034330280652588954e+02
2.506219476068077601e+00,4.843383100954440579e+00,1.133498522555135111e+02,1.046790665103647910e+02
4.321929528422931099e+00,6.010961140459380125e+00,1.125356471277993080e+02,1.371408459725726345e+02
9.299067542027623645e+00,2.165120862506346722e+00,1.398841893038495812e+02,1.245902484814681088e+02
6.339258602042292523e-01,8.880461277045256452e+00,1.065932714658185461e+02,9.578045690635494225e+01
6.858245704188925984e+00,6.813692629775278675e+00,1.014091735048528591e+02,1.355544807470250817e+02
2.535276684076261500e+00,6.078427981787301704e+00,1.370782917540292942e+02,1.062095622754612378e+02
2.293763666591189132e+00,3.411745105610954010e+00,1.089982511291380405e+02,1.275105221839104104e+02
5.851666776807117998e+00,2.093852075704634164e+00,1.068455481892775509e+02,1.155043465916268133e+02
2.001351562191366007e+00,4.720435041634074014e-01,1.264319426930476311e+02,1.059963546469337672e+02
4.882419385721834537e+00,6.623874797964099059e+00,1.141512569172178502e+02,1.113400666523767768e+02
3.248500388316542864e+00,8.582068462299540235e-01,1.076077959890396727e+02,1.213374723758744125e+02
7.957432740155147677e+00,1.597158066798241682e+00,1.365392150713350077e+02,1.286687307358710370e+02
8.365552873716511684e+00,5.394530603008125702e+00,1.034478483031671061e+02,1.173209998846843973e+02
2.642490639051996659e+00,8.842545529498815782e+00,1.293941619089668507e+02,1.254655401886655142e+02
8.861337297796341161e+00,4.954213060111329447e+00,1.365534061304101954e+02,1.166474569179153775e+02
3.572460592787132239e+00,2.375042625238438454e+00,1.277853829374226535e+02,1.329749200271675988e+02
6.766494580742844711e+00,8.215928951330599972e+00,1.141377830588133264e+02,1.333931125424257118e+02
8.366102442618466029e+00,3.501836900081221948e+00,1.329879356577623923e+02,1.323383310631250538e+02
1.946745344522895493e+00,9.325932936495053838e+00,1.300036181642393558e+02,1.388930859690755710e+02
7.061669840555825139e+00,2.182192381906424394e+00,1.310039291244284527e+02,1.141559639001958004e+02
1.794925371230430056e+00,9.154862612744199879e+00,1.304457319549151180e+02,1.309079397822363262e+02
7.030640846975698466e+00,8.162386024618832892e+00,1.061924704555833046e+02,9.712028213736171267e+01
3.158141035475974689e+00,4.491679632154573554e+00,1.125692224866129294e+02,9.828787099076615164e+01
7.265976350145988860e+00,4.284152686588564407e+00,1.039261932602316989e+02,9.741497326612176266e+01
1.897625803827041269e+00,3.839885050471585348e+00,1.182906932588377060e+02,9.711206789002029893e+01
5.386363518801742245e+00,4.400520325019940060e+00,1.116374676140232651e+02,1.310315408103591039e+02
8.673212514695407549e+00,6.530970870700159026e-01,1.116177719054619359e+02,1.109948267167542184e+02
3.208719307836540580e+00,8.720935021735744641e+00,1.219236898155453162e+02,1.304325679318916968e+02
7.348430588181065204e+00,1.384426900594478926e+00,1.155983977327162791e+02,1.160562088359238544e+02
6.036272363729520141e-01,2.494052315070188097e+00,1.109277799601971282e+02,9.778602073272178075e+01
3.820517373720590526e-01,9.167988309868945862e+00,1.140694692904928189e+02,9.885340906426031893e+01
7.000769148442761214e+00,3.564184910094004177e+00,1.215756265532832003e+02,1.376625524704565464e+02
8.340796226290935422e+00,6.351749689390859821e+00,1.332644922435050887e+02,1.281008276326724911e+02
6.331970656550951482e+00,6.717889626226225541e-01,1.072866652390874265e+02,1.365542740886455704e+02
3.492772864249483078e+00,4.296562317767927297e+00,1.215947873547689682e+02,1.096598959967476929e+02
7.393311948162991420e+00,2.415727895563668071e+00,1.273446875449644864e+02,1.074096139107261507e+02
8.430994320035559042e+00,5.922499474961879784e+00,1.325070323368095444e+02,1.070125058624686005e+02
3.173895002827853862e+00,9.620605974555209272e+00,1.307349405347124502e+02,1.026277876944075871e+02
4.564751707970312822e+00,1.642925829247554592e+00,1.194113225620434662e+02,1.003568060932386885e+02
4.262808588502069895e+00,6.445027848413019456e+00,1.322948464261933736e+02,1.216948736781218230e+02
7.561361268678565395e+00,5.666022575101799852e+00,1.227132896435629590e+02,1.240740377149650726e+02
6.362931454939701581e+00,4.985541643411995238e+00,1.121781340339898350e+02,1.303372292058727453e+02
9.380478476122153353e+00,3.295142682360050479e+00,1.366196651270581697e+02,1.040739428874466341e+02
3.190677895897239047e+00,2.564018988012081834e+00,1.197473514602608873e+02,1.085220934109490969e+02
1.824082912348521379e+00,9.161954288788953349e+00,1.178523916253101760e+02,1.312977833242264580e+02
2.533066228505971296e+00,9.488445641378552509e+00,1.044492951127284499e+02,1.141089843918670681e+02
9.338984786078199818e+00,3.336126014415536467e+00,1.122167005356427296e+02,1.057876538426631754e+02
3.405496407194202657e+00,4.827903351166675239e-01,1.386303936757745134e+02,1.266667313826378631e+02
5.884918227523193046e+00,6.839504267767122059e+00,1.352633620240102630e+02,9.773959625564427256e+01
4.655929329492095370e+00,8.233199027921306978e+00,1.020493896670328411e+02,1.398160522456863362e+02
4.568142619052460773e+00,1.946793177706394484e+00,1.319739988715147661e+02,1.056955589763027774e+02
4.165242106622531360e+00,5.919903836181812373e-01,1.188153407879765382e+02,1.271353663909998204e+02
3.570700023180520599e+00,7.506153135757522854e+00,1.232356441687643098e+02,1.011272849421132207e+02
3.401996772778452360e+00,9.684837395022675821e+00,1.311138599477104663e+02,1.091205224593308856e+02
4.642362991899929625e+00,8.045029834694561899e+00,1.200977584692118683e+02,1.133307981338813022e+02
6.828268241035901909e+00,6.777115883841691168e-01,1.202682768191075837e+02,1.171336972798835490e+02
1.608519958532857563e+00,8.041080023006013988e+00,1.256422596937056539e+02,1.399121239198262288e+02
4.479531850607443744e+00,7.992337866587287287e+00,1.091253787534428739e+02,9.614146356408453187e+01
7.587193927873991051e+00,8.829526034058922335e+00,1.345548375425453003e+02,9.968142504381857805e+01
3.191932146696101924e+00,7.372372141975368720e+00,1.108861292159344316e+02,1.120981380907435749e+02
1.206854860598299384e+00,9.608160271591469126e+00,1.280586588574705615e+02,1.397046582312821386e+02
4.386113134382768064e-01,4.268993550696377426e+00,1.319030940569685981e+02,1.266626345447669166e+02
2.065312468415880787e+00,6.642624268810137345e+00,1.189048258089386820e+02,1.170501596666648823e+02
9.001357948717778612e-01,1.370062551226276959e+00,1.342576918917826561e+02,1.373478616691022296e+02
3.785695302781554084e+00,9.282455857028608648e+00,1.030692854361676893e+02,1.068814528241468480e+02
4.103328716495310502e+00,5.541942586359827061e-01,1.099806809872055737e+02,1.214010587610194563e+02
4.444198963096687827e+00,8.619385154257068749e-01,1.338745751347831288e+02,1.155020388721354436e+02
8.802972438748700057e+00,5.721317798558467338e+00,1.328541183507431924e+02,1.033115736757055174e+02
5.518138722414716035e+00,9.000919570845664630e-01,1.202867179527590054e+02,1.162892525540289057e+02
5.283503526360708413e+00,6.704330841309546152e+00,1.028160024109989337e+02,1.063594397689939939e+02
7.654606604168899153e+00,3.359794387602164534e+00,1.291268251479565095e+02,9.663637349632264772e+01
8.417421513723144955e+00,2.444426057936789576e+00,1.084050953815178104e+02,1.000826027924698707e+02
6.297668031888246087e-01,7.894256095189732925e+00,1.317299986616664285e+02,1.041232004476633080e+02
5.531184153162952200e+00,3.248673371697995194e+00,1.249841586574031851e+02,9.771305971526807355e+01
1.794100241393519646e+00,2.585475071954993709e+00,1.126695739340086533e+02,1.384926340432005247e+02
4.437818310177300773e+00,2.267454216355901053e+00,1.232644510939001066e+02,1.087751655868936638e+02
4.722172613850621481e+00,4.932006708575703335e+00,1.340661244606197897e+02,1.378085546015782370e+02
4.491719586529201891e+00,1.107140975853969866e+00,1.069924893723449912e+02,1.023615267460228608e+02
1.756764800714746499e+00,2.607780992879503490e+00,1.194560708684049644e+02,1.182962341407932740e+02
6.620343916126075534e+00,8.907866093163321342e-01,1.380193862141600221e+02,1.160011842949521252e+02
2.849672872505168986e-01,2.238673017683455502e+00,1.039517052386505895e+02,9.724531870075762185e+01
3.400693358314953674e+00,1.812848822233487089e+00,1.047052651558426675e+02,1.311837690109214236e+02
7.303561426519646460e+00,1.880837587240015596e+00,1.126410244071584685e+02,1.067597712461264763e+02
3.585765027615276934e-01,6.214075057108269462e+00,1.148858740950087878e+02,1.394037124102093799e+02
8.082907229503971891e+00,9.424866256952314503e-01,1.098419753570642285e+02,9.981223224523627380e+01
4.785163045289155370e+00,8.112256710942549631e+00,1.231339229595237725e+02,1.352819087431336129e+02
8.649667409168424470e+00,2.608122117887086144e-01,1.283826201271312470e+02,1.146887371128644020e+02
5.673264224714342774e+00,5.565228841092038081e-01,1.294385596146122452e+02,1.061069946226252370e+02
1.604563298222691392e+00,4.772454607473483601e-01,1.227867688258722723e+02,1.150977596292207181e+02
8.766629004951886017e+00,4.453833660947667528e-01,1.133815390585931908e+02,1.376481349973776105e+02
3.457611963534451327e+00,2.464125859948259389e+00,1.164899578233586936e+02,1.367399763579399519e+02
3.866187686241674193e+00,7.149961778469274165e+00,1.053041707387559569e+02,1.143153846729871361e+02
2.546253250238447841e+00,9.094914860964079750e+00,1.200298144797665714e+02,1.206725610712197891e+02
2.551043185994985030e-01,4.846146345467198024e+00,1.332984468661347819e+02,1.047034369395084639e+02
3.617587602114692658e+00,2.702302593293020028e+00,1.105340642980468004e+02,1.154790134182883747e+02
2.999837348681431592e+00,6.476754715238812743e-01,1.174583732401643772e+02,1.153211762703449494e+02
3.935553343431989148e+00,2.560050402867386499e+00,1.204066736686040571e+02,1.245003244522096963e+02
2.178661492594677007e+00,4.412193297368872003e+00,1.102792431319815734e+02,1.276670611450869757e+02
3.663326027845410060e+00,9.818238027631251974e-01,1.027473238785457426e+02,1.154865321528965296e+02
3.996389746518275166e-01,3.134233436455015287e+00,1.295965716332152624e+02,1.273210402006623525e+02
8.141395932120367718e+00,4.450708733646795978e-01,1.197318231205331784e+02,1.236659340447576199e+02
